outcome,weightclass,time_format,title,r_kd,r_sub.att,r_rev.,r_ctrl_s,r_sig_str_percent,r_sig_str_att,r_total_str_percent,r_total_str_att,r_td_percent,r_td_att,r_head_percent,r_head_att,r_body_percent,r_body_att,r_leg_percent,r_leg_att,r_distance_percent,r_distance_att,r_clinch_percent,r_clinch_att,r_ground_percent,r_ground_att,r_avg_time_s,r_wins,r_losses,r_draws,r_win_streak,r_loss_streak,r_longest_win_streak,r_percent_title_bouts,r_percent_win_by_ko/tko,r_percent_win_by_sub,r_percent_win_by_dec,r_percent_win_by_doctor_stoppage,r_percent_loss_by_ko/tko,r_percent_loss_by_sub,r_percent_loss_by_dec,r_percent_loss_by_doctor_stoppage,b_kd,b_sub.att,b_rev.,b_ctrl_s,b_sig_str_percent,b_sig_str_att,b_total_str_percent,b_total_str_att,b_td_percent,b_td_att,b_head_percent,b_head_att,b_body_percent,b_body_att,b_leg_percent,b_leg_att,b_distance_percent,b_distance_att,b_clinch_percent,b_clinch_att,b_ground_percent,b_ground_att,b_avg_time_s,b_wins,b_losses,b_draws,b_win_streak,b_loss_streak,b_longest_win_streak,b_percent_title_bouts,b_percent_win_by_ko/tko,b_percent_win_by_sub,b_percent_win_by_dec,b_percent_win_by_doctor_stoppage,b_percent_loss_by_ko/tko,b_percent_loss_by_sub,b_percent_loss_by_dec,b_percent_loss_by_doctor_stoppage,date,r_height,r_reach,r_stance,r_dob,b_height,b_reach,b_stance,b_dob
R,Welterweight,3 Rnd (5-5-5),False,0.42857142857142855,0.5714285714285714,0.0,129.42857142857142,0.5044510385756676,48.142857142857146,0.5776699029126214,58.857142857142854,0.5,1.7142857142857142,0.40890688259109315,35.285714285714285,0.6666666666666666,6.428571428571429,0.8666666666666666,6.428571428571429,0.4765342960288809,39.57142857142857,0.7857142857142857,2.0,0.5869565217391305,6.571428571428571,450.2857142857143,5,2,0,5,2,5,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,0.0,0.375,0.0,0.0,86.0,0.42606790799561883,114.125,0.45211122554067973,121.375,0.6,1.25,0.31862068965517243,90.625,0.7543859649122807,14.25,0.972972972972973,9.25,0.4058679706601467,102.25,0.5714285714285714,5.25,0.6226415094339622,6.625,599.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,71.0,76.0,Orthodox,6912000.0,70.0,71.0,Orthodox,5224608.0
B,Welterweight,3 Rnd (5-5-5),False,0.25,0.75,0.125,116.25,0.3101361573373676,82.625,0.37027027027027026,92.5,0.4666666666666667,1.875,0.2429078014184397,70.5,0.5964912280701754,7.125,0.85,5.0,0.2698412698412698,70.875,0.5517241379310345,7.25,0.5555555555555556,4.5,549.125,6,2,0,6,2,6,0.0,0.16666666666666666,0.5,0.3333333333333333,0.0,0.0,0.5,0.5,0.0,0.1,0.6,0.1,272.3,0.47272727272727266,71.5,0.5562913907284769,90.6,0.3838383838383838,9.9,0.4047186932849365,55.1,0.6,9.5,0.8405797101449275,6.9,0.41778523489932884,59.6,0.65,6.0,0.847457627118644,5.9,798.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,72.0,75.0,Southpaw,4602528.0,66.0,67.0,Orthodox,3648672.0
B,Flyweight,3 Rnd (5-5-5),False,0.25,1.0,0.25,239.25,0.33762886597938147,97.0,0.4319148936170213,117.5,0.45454545454545453,5.5,0.25625,80.0,0.6486486486486487,9.25,0.8064516129032258,7.75,0.2896341463414634,82.0,0.5769230769230769,6.5,0.6176470588235294,8.5,772.25,3,1,0,3,1,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,312.0,0.4666666666666667,125.0,0.5452538631346578,151.0,0.6,1.6666666666666667,0.36194029850746273,89.33333333333333,0.6956521739130435,23.0,0.7894736842105263,12.666666666666666,0.4088050314465409,106.0,0.7799999999999999,16.666666666666668,0.8571428571428571,2.3333333333333335,850.3333333333334,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,67.0,70.0,Orthodox,7552224.0,65.0,67.0,Orthodox,6402240.0
R,Women's Strawweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,57.0,0.638095238095238,105.0,0.7405660377358491,212.0,1.0,1.0,0.5866666666666667,75.0,0.76,25.0,0.8,5.0,0.3488372093023256,43.0,0.8387096774193549,62.0,0.0,0.0,900.0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4753521126760563,284.0,0.479020979020979,286.0,0.0,0.0,0.4098360655737705,244.0,0.896551724137931,29.0,0.8181818181818182,11.0,0.458955223880597,268.0,0.75,16.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,68.0,67.0,Orthodox,5981472.0,64.0,66.0,Orthodox,6028992.0
R,Featherweight,3 Rnd (5-5-5),False,0.16666666666666666,1.1666666666666667,0.16666666666666666,29.333333333333332,0.42229199372056514,106.16666666666667,0.47464788732394364,118.33333333333333,0.0,0.0,0.30736842105263157,79.16666666666667,0.7127659574468085,15.666666666666666,0.8235294117647058,11.333333333333334,0.41,100.0,0.4705882352941176,2.8333333333333335,0.75,3.3333333333333335,650.5,4,2,0,4,2,4,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,2.0,0.7142857142857143,7.0,0.7142857142857143,7.0,0.0,0.0,0.6,5.0,1.0,1.0,1.0,1.0,0.6,5.0,0.0,0.0,1.0,2.0,26.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,68.0,71.0,Southpaw,5823360.0,71.0,71.0,Southpaw,7786368.0
R,Featherweight,3 Rnd (5-5-5),False,0.0,0.2,0.0,345.6,0.42022116903633494,126.6,0.5384615384615384,195.0,0.49090909090909096,11.0,0.3059548254620123,97.4,0.7236842105263158,15.2,0.8857142857142858,14.0,0.37972166998011936,100.6,0.7333333333333334,6.0,0.53,20.0,900.0,4,1,0,4,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.5,0.38287153652392947,198.5,0.419811320754717,212.0,0.5,1.0,0.3090909090909091,165.0,0.6333333333333333,15.0,0.8378378378378378,18.5,0.3723958333333333,192.0,0.75,6.0,0.0,0.5,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,67.0,70.0,Orthodox,6097248.0,70.0,72.0,Orthodox,6421248.0
B,Bantamweight,3 Rnd (5-5-5),False,0.25,0.25,0.0,8.75,0.4281150159744409,78.25,0.47863247863247865,87.75,0.0,0.25,0.3333333333333333,55.5,0.6794871794871795,19.5,0.5384615384615384,3.25,0.40145985401459855,68.5,0.6153846153846154,6.5,0.6153846153846154,3.25,544.5,1,3,0,1,3,1,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,186.28571428571428,0.4592422502870264,124.42857142857143,0.5221579961464355,148.28571428571428,0.30303030303030304,4.714285714285714,0.32698961937716264,82.57142857142857,0.6144578313253012,23.714285714285715,0.8582677165354331,18.142857142857142,0.3573825503355705,85.14285714285714,0.7095238095238094,30.0,0.5846153846153846,9.285714285714286,873.4285714285714,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,68.0,69.0,Orthodox,3410208.0,66.0,66.0,Orthodox,3348864.0
R,Lightweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,34.0,0.4264705882352941,68.0,0.4264705882352941,68.0,0.16666666666666666,6.0,0.2857142857142857,49.0,0.75,16.0,1.0,3.0,0.421875,64.0,0.5,4.0,0.0,0.0,415.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.34375,16.0,0.38235294117647056,17.0,0.0,0.0,0.24,12.5,0.6666666666666666,3.0,1.0,0.5,0.3,10.0,0.6,2.5,0.2857142857142857,3.5,78.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15266880.0,70.0,72.0,Southpaw,8300448.0,72.0,77.0,Orthodox,4528224.0
R,Bantamweight,5 Rnd (5-5-5-5-5),True,0.2222222222222222,0.4444444444444444,0.0,105.55555555555556,0.525328330206379,59.22222222222222,0.5652173913043478,69.0,0.3636363636363636,2.4444444444444446,0.4720670391061453,39.77777777777778,0.6078431372549019,5.666666666666667,0.6451612903225806,13.777777777777779,0.5207756232686981,40.111111111111114,0.4615384615384615,1.4444444444444444,0.5408805031446541,17.666666666666668,442.0,8,1,0,8,1,8,0.3333333333333333,0.5,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.125,0.0,177.375,0.5155038759689923,96.75,0.5963114754098361,122.0,0.43478260869565216,2.875,0.4257095158597663,74.875,0.7913043478260869,14.375,0.8833333333333333,7.5,0.4038095238095238,65.625,0.7433155080213903,23.375,0.7741935483870968,7.75,787.125,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,68.0,69.0,Orthodox,5809536.0,67.0,67.0,Orthodox,5894208.0
B,Middleweight,3 Rnd (5-5-5),False,0.2,0.7,0.1,191.5,0.5139664804469274,35.8,0.6024590163934427,48.8,0.34285714285714286,3.5,0.4731182795698925,27.9,0.5846153846153845,6.5,1.0,1.4,0.36492890995260663,21.1,0.5531914893617021,4.7,0.8099999999999999,10.0,444.4,8,2,0,8,2,8,0.0,0.375,0.5,0.125,0.0,0.5,0.0,0.5,0.0,0.6153846153846154,0.15384615384615385,0.38461538461538464,118.92307692307692,0.44478293983244477,101.0,0.5127388535031847,120.76923076923077,0.5,1.3846153846153846,0.36968576709796674,83.23076923076923,0.7482517482517482,11.0,0.875,6.769230769230769,0.41092211280214863,85.92307692307692,0.5925925925925926,8.307692307692308,0.6931818181818182,6.769230769230769,692.6153846153846,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,73.0,72.0,Orthodox,3133728.0,69.0,71.0,Southpaw,6882624.0
R,Women's Strawweight,3 Rnd (5-5-5),False,0.0,1.0,0.0,350.0,0.48951048951048953,143.0,0.5100671140939598,149.0,0.16666666666666666,6.0,0.35135135135135137,111.0,0.9333333333333333,15.0,1.0,17.0,0.3805309734513274,113.0,0.9047619047619048,21.0,0.8888888888888888,9.0,900.0,1,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,172.25,0.4431818181818182,66.0,0.5681293302540416,108.25,0.42857142857142855,1.75,0.4122448979591837,61.25,0.8235294117647058,4.25,1.0,0.5,0.33170731707317075,51.25,0.8333333333333334,1.5,0.8301886792452831,13.25,474.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,64.0,63.0,Orthodox,7329312.0,63.0,64.0,Switch,6880896.0
R,Bantamweight,3 Rnd (5-5-5),False,0.7142857142857143,0.42857142857142855,0.07142857142857142,41.57142857142857,0.3960493827160494,144.64285714285714,0.4305427782888685,155.28571428571428,0.6,0.7142857142857143,0.3149606299212598,99.78571428571429,0.5587668593448941,37.07142857142857,0.6605504587155964,7.785714285714286,0.36766398158803226,124.14285714285714,0.49645390070921985,10.071428571428571,0.636986301369863,10.428571428571429,684.0714285714286,11,3,0,11,3,11,0.0,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.25,150.75,0.48556430446194226,95.25,0.5728952772073922,121.75,0.375,2.0,0.42857142857142855,77.0,0.6410256410256411,9.75,0.8235294117647058,8.5,0.43333333333333335,82.5,0.76,6.25,0.8846153846153846,6.5,491.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,63.0,67.0,Orthodox,6451488.0,66.0,66.0,Switch,5247936.0
B,Middleweight,3 Rnd (5-5-5),False,0.42105263157894735,0.2631578947368421,0.05263157894736842,25.105263157894736,0.4657258064516129,26.105263157894736,0.5258620689655172,30.526315789473685,0.75,0.21052631578947367,0.4154929577464789,22.42105263157895,0.7111111111111111,2.3684210526315788,0.88,1.3157894736842106,0.35782747603833864,16.473684210526315,0.6144578313253012,4.368421052631579,0.6799999999999999,5.2631578947368425,386.6842105263158,10,8,1,10,8,10,0.2631578947368421,0.7,0.1,0.1,0.1,0.5,0.125,0.25,0.125,0.5652173913043478,0.34782608695652173,0.08695652173913043,116.56521739130434,0.5176211453744493,59.21739130434783,0.5793801391524352,68.73913043478261,0.6363636363636364,0.9565217391304348,0.407744874715262,38.17391304347826,0.7,11.73913043478261,0.7383177570093458,9.304347826086957,0.478386167146974,45.26086956521739,0.7007874015748031,5.521739130434782,0.6082474226804123,8.434782608695652,729.7826086956521,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,72.0,74.0,Southpaw,2287008.0,73.0,74.0,Southpaw,2653344.0
R,Middleweight,3 Rnd (5-5-5),False,0.16666666666666666,0.3333333333333333,0.0,198.75,0.4172794117647059,45.333333333333336,0.5651105651105652,67.83333333333333,0.6363636363636364,2.75,0.32075471698113206,30.916666666666668,0.5517241379310345,9.666666666666666,0.7719298245614035,4.75,0.3790149892933619,38.916666666666664,0.5714285714285714,1.1666666666666667,0.6666666666666666,5.25,607.75,8,4,0,8,4,8,0.0,0.0,0.25,0.75,0.0,0.75,0.0,0.25,0.0,0.0,2.0,0.0,74.0,0.7391304347826086,23.0,0.7241379310344828,29.0,1.0,1.0,0.7058823529411765,17.0,0.8333333333333334,6.0,0.0,0.0,0.5555555555555556,9.0,1.0,9.0,0.6,5.0,221.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,73.0,78.0,Southpaw,4772736.0,73.0,74.0,Southpaw,6549984.0
R,Heavyweight,3 Rnd (5-5-5),False,0.3333333333333333,1.0,0.16666666666666666,145.16666666666666,0.5230125523012552,39.833333333333336,0.6973995271867612,70.5,0.5333333333333333,2.5,0.43298969072164945,32.333333333333336,0.9354838709677418,5.166666666666667,0.8571428571428571,2.3333333333333335,0.4176470588235294,28.333333333333332,0.7674418604651162,7.166666666666667,0.8076923076923077,4.333333333333333,389.8333333333333,4,2,0,4,2,4,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,109.0,0.48936170212765956,70.5,0.5828571428571429,87.5,0.0,0.5,0.4144144144144144,55.5,0.7142857142857143,10.5,0.8888888888888888,4.5,0.4224137931034483,58.0,0.8181818181818182,11.0,0.6666666666666666,1.5,535.5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,74.0,80.0,Orthodox,2356128.0,75.0,74.0,Orthodox,6689952.0
R,Lightweight,3 Rnd (5-5-5),False,0.0,0.5,0.0,116.5,0.36585365853658536,123.0,0.3875968992248062,129.0,0.5,5.0,0.32710280373831774,107.0,0.5,11.0,0.9,5.0,0.34801762114537443,113.5,0.6923076923076923,6.5,0.3333333333333333,3.0,775.0,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.2,76.2,0.3869047619047619,100.8,0.4656616415410385,119.4,0.3333333333333333,3.0,0.33169533169533166,81.4,0.5081967213114754,12.2,0.8055555555555555,7.2,0.3838174273858921,96.4,0.4,4.0,1.0,0.4,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,66.0,70.0,Orthodox,5315328.0,66.0,66.0,Southpaw,4516128.0
R,Welterweight,3 Rnd (5-5-5),False,0.0,0.6,0.4,101.4,0.41666666666666663,158.4,0.4393203883495146,164.8,0.11111111111111112,3.6,0.34413580246913583,129.6,0.6900000000000001,20.0,0.8636363636363635,8.8,0.3408,125.0,0.7266187050359711,27.8,0.5714285714285715,5.6,876.6,4,1,0,4,1,4,0.0,0.25,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.25,0.5,0.0,119.375,0.35066981875492514,158.625,0.3890909090909091,171.875,0.5789473684210527,2.375,0.32152117545375974,144.625,0.5555555555555556,6.75,0.7413793103448276,7.25,0.3125,138.0,0.5932203389830508,7.375,0.6132075471698113,13.25,817.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,71.0,73.0,Orthodox,5346432.0,73.0,76.0,Orthodox,6676128.0
R,Welterweight,3 Rnd (5-5-5),False,0.14285714285714285,0.8571428571428571,0.0,185.14285714285714,0.46232179226069253,70.14285714285714,0.5108303249097473,79.14285714285714,0.4375,2.2857142857142856,0.3756756756756757,52.857142857142854,0.7215189873417721,11.285714285714286,0.7380952380952381,6.0,0.4250614250614251,58.142857142857146,0.6521739130434783,6.571428571428571,0.631578947368421,5.428571428571429,694.5714285714286,5,2,0,5,2,5,0.0,0.0,0.6,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,287.0,0.575,20.0,0.7899159663865546,59.5,0.6666666666666666,1.5,0.5277777777777778,18.0,1.0,1.5,1.0,0.5,0.43478260869565216,11.5,0.5714285714285714,3.5,0.9,5.0,531.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,71.0,72.0,Orthodox,6629472.0,71.0,74.0,Orthodox,4642272.0
B,Middleweight,3 Rnd (5-5-5),False,0.21052631578947367,0.8947368421052632,0.0,224.26315789473685,0.39664804469273746,65.94736842105263,0.4909443725743855,81.36842105263158,0.26016260162601623,6.473684210526316,0.3339587242026266,56.10526315789474,0.5428571428571428,3.6842105263157894,0.8803418803418804,6.157894736842105,0.3340040241448692,52.31578947368421,0.5376344086021506,4.894736842105263,0.6927710843373494,8.736842105263158,747.5263157894736,12,7,0,12,7,12,0.05263157894736842,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.6,0.5316455696202531,63.2,0.6015831134564644,75.8,0.3,2.0,0.47706422018348627,43.6,0.6857142857142857,7.0,0.6349206349206349,12.6,0.40909090909090906,39.6,0.7317073170731708,8.2,0.7402597402597403,15.4,396.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,73.0,78.0,Orthodox,3685824.0,73.0,77.0,Orthodox,5819040.0
B,Welterweight,3 Rnd (5-5-5),False,1.0,0.0,0.3333333333333333,83.0,0.46850393700787396,84.66666666666667,0.49832775919732436,99.66666666666667,0.21052631578947367,6.333333333333333,0.411214953271028,71.33333333333333,0.6666666666666667,5.0,0.84,8.333333333333334,0.4292929292929293,66.0,0.5416666666666666,8.0,0.65625,10.666666666666666,511.3333333333333,3,0,0,3,0,3,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.5352112676056338,71.0,0.6071428571428571,84.0,0.1111111111111111,9.0,0.4666666666666667,60.0,0.8333333333333334,6.0,1.0,5.0,0.4489795918367347,49.0,0.7272727272727273,22.0,0.0,0.0,900.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,72.0,77.0,Orthodox,3891456.0,70.0,76.0,Southpaw,5487264.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,1.0,0.0,49.0,0.5,60.0,0.5694444444444444,72.0,0.4,5.0,0.3076923076923077,39.0,0.8235294117647058,17.0,1.0,4.0,0.38461538461538464,39.0,0.7857142857142857,14.0,0.5714285714285714,7.0,900.0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.20833333333333334,24.0,0.42857142857142855,35.0,0.0,1.0,0.05263157894736842,19.0,0.6666666666666666,3.0,1.0,2.0,0.17391304347826086,23.0,0.0,0.0,1.0,1.0,474.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15260832.0,73.0,73.0,Orthodox,5829408.0,76.0,81.0,Orthodox,6033312.0
B,Lightweight,5 Rnd (5-5-5-5-5),False,0.5,0.05555555555555555,0.0,33.111111111111114,0.4082543223647518,99.61111111111111,0.41254125412541254,101.0,0.5384615384615384,0.7222222222222222,0.2551903114186851,64.22222222222223,0.6071428571428571,18.666666666666668,0.7740863787375416,16.72222222222222,0.4003476245654693,95.88888888888889,0.64,1.3888888888888888,0.5952380952380952,2.3333333333333335,643.5,13,5,0,13,5,13,0.0,0.46153846153846156,0.0,0.5384615384615384,0.0,0.2,0.4,0.4,0.0,0.0,0.9166666666666666,0.08333333333333333,251.75,0.42030360531309297,87.83333333333333,0.511128165771297,108.58333333333333,0.42424242424242425,5.5,0.35386338185890254,74.41666666666667,0.7777777777777777,12.75,1.0,0.6666666666666666,0.3077922077922078,64.16666666666667,0.7647058823529412,7.083333333333333,0.7085427135678393,16.583333333333332,609.1666666666666,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242688.0,71.0,75.0,Orthodox,5066496.0,69.0,77.0,Orthodox,7155648.0
R,Featherweight,3 Rnd (5-5-5),False,0.13043478260869565,0.43478260869565216,0.13043478260869565,250.7826086956522,0.4009703196347032,152.34782608695653,0.4840930674264008,183.1304347826087,0.35263157894736846,8.26086956521739,0.333095577746077,121.91304347826087,0.6261682242990654,18.608695652173914,0.7463235294117647,11.826086956521738,0.32457718603814323,120.82608695652173,0.6521739130434783,8.0,0.7079482439926063,23.52173913043478,1024.0434782608695,16,6,0,16,6,16,0.36363636363636365,0.25,0.125,0.5625,0.0625,0.16666666666666666,0.0,0.8333333333333334,0.0,0.42857142857142855,0.14285714285714285,0.07142857142857142,70.57142857142857,0.521566401816118,125.85714285714286,0.559003051881994,140.42857142857142,0.5789473684210525,1.3571428571428572,0.43330763299922903,92.64285714285714,0.76890756302521,17.0,0.7665198237885462,16.214285714285715,0.48155467720685113,108.42857142857143,0.8039215686274509,7.285714285714286,0.7464788732394366,10.142857142857142,840.8571428571429,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242688.0,66.0,68.0,Orthodox,3720384.0,68.0,70.0,Orthodox,4365792.0
R,Heavyweight,3 Rnd (5-5-5),False,0.5,0.0,0.0,103.0,0.5481481481481482,67.5,0.6024844720496895,80.5,0.75,2.0,0.5258620689655172,58.0,0.6666666666666666,6.0,0.7142857142857143,3.5,0.5294117647058824,51.0,0.4,10.0,0.9230769230769231,6.5,526.5,2,0,0,2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,14.0,0.4251069900142654,140.2,0.42998585572842996,141.4,0.0,0.0,0.30943396226415093,106.0,0.7164179104477612,13.4,0.8269230769230769,20.8,0.3978159126365055,128.2,0.7352941176470589,6.8,0.6923076923076923,5.2,572.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242688.0,73.0,78.0,Southpaw,5536512.0,76.0,78.0,Orthodox,6271776.0
R,Middleweight,3 Rnd (5-5-5),False,0.0,0.0,0.0,322.5,0.40604026845637586,49.666666666666664,0.6053639846743295,87.0,0.34375,5.333333333333333,0.24285714285714285,35.0,0.7735849056603773,8.833333333333334,0.8285714285714285,5.833333333333333,0.27230046948356806,35.5,0.810344827586207,9.666666666666666,0.5925925925925926,4.5,734.0,3,3,0,3,3,3,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6923076923076923,0.0,0.07692307692307693,51.15384615384615,0.48203592814371254,51.38461538461539,0.5320855614973262,57.53846153846154,0.25,0.6153846153846154,0.38216560509554137,36.23076923076923,0.6730769230769231,8.0,0.7741935483870968,7.153846153846154,0.3564593301435407,32.15384615384615,0.8153846153846154,5.0,0.6486486486486486,14.23076923076923,326.2307692307692,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242688.0,73.0,78.0,Orthodox,3703104.0,74.0,76.0,Orthodox,4422816.0
R,Bantamweight,3 Rnd (5-5-5),False,0.0,0.7777777777777778,0.0,287.3333333333333,0.48674698795180715,92.22222222222223,0.6164383561643836,129.77777777777777,0.41025641025641024,4.333333333333333,0.35077519379844957,57.333333333333336,0.7272727272727272,20.77777777777778,0.6850393700787402,14.11111111111111,0.36777583187390545,63.44444444444444,0.7864077669902912,11.444444444444445,0.7243589743589745,17.333333333333332,742.8888888888889,6,3,0,6,3,6,0.0,0.16666666666666666,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,429.6666666666667,0.5492227979274612,64.33333333333333,0.7299270072992701,137.0,0.7000000000000001,6.666666666666667,0.5414364640883977,60.333333333333336,0.5555555555555556,3.0,1.0,1.0,0.4051724137931035,38.666666666666664,0.0,0.3333333333333333,0.7763157894736843,25.333333333333332,610.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242688.0,67.0,71.0,Orthodox,6178464.0,67.0,71.0,Orthodox,6986304.0
B,Lightweight,3 Rnd (5-5-5),False,0.10714285714285714,1.3928571428571428,0.17857142857142858,156.92857142857142,0.4001861330851559,76.75,0.4844050827878321,92.75,0.4047619047619047,3.0,0.30214541120381405,59.92857142857143,0.6958174904942966,9.392857142857142,0.8173076923076923,7.428571428571429,0.34223013048635825,60.214285714285715,0.6104417670682731,8.892857142857142,0.6121495327102804,7.642857142857143,670.4642857142857,17,10,1,17,10,17,0.0,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.0,0.1,0.2,0.7,0.0,0.25,0.25,0.25,104.625,0.42251461988304095,85.5,0.5143513203214696,108.875,0.42857142857142855,0.875,0.3786764705882353,68.0,0.5846153846153846,8.125,0.6,9.375,0.4010416666666667,72.0,0.5180722891566265,10.375,0.6,3.125,584.375,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242688.0,68.0,71.0,Southpaw,4310496.0,72.0,75.0,Switch,6348672.0
R,Welterweight,3 Rnd (5-5-5),False,0.25,0.25,0.5,280.875,0.3881856540084388,118.5,0.46625222024866786,140.75,0.5,5.0,0.28761061946902655,84.75,0.6082949308755761,27.125,0.7735849056603774,6.625,0.3193863319386332,89.625,0.5702479338842975,15.125,0.6363636363636364,13.75,913.75,6,2,0,6,2,6,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.375,0.125,0.125,190.375,0.3096085409252669,70.25,0.39764359351988215,84.875,0.5227272727272727,5.5,0.2919847328244275,65.5,0.5151515151515151,4.125,0.8,0.625,0.2808080808080808,61.875,0.5666666666666667,3.75,0.4864864864864865,4.625,653.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242688.0,73.0,74.0,Southpaw,4338144.0,69.0,72.0,Orthodox,5532192.0
